tmc,date,hour,road,direction,state,county,start_latitude,start_longitude,end_latitude,end_longitude,tmc_length,road_order,f_system,thrulanes,MAADT,aadt,aadt_singl,aadt_combi,travel_time_all,travel_time_pass,travel_time_truck,speed_all,speed_pass,speed_truck,PCT_NOISE_AUTO,PCT_NOISE_MED_TRUCK,PCT_NOISE_HVY_TRUCK,PCT_NOISE_BUS,PCT_NOISE_MC
129+04132,2020-01-05,0,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,99688.22417287511,91660.5,4803,6097,37.25,36.37,43.42,72.262,74.01044,61.99354,0.022877542,0.00014285359,0.00019527692,4.5870416e-05,1.4416417e-05
129+04132,2020-01-05,1,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,99688.22417287511,91660.5,4803,6097,40.01,39.11,47.22,67.27717,68.825356,57.00465,0.017285284,0.00015595942,0.00021362508,2.8832834e-05,1.3105833e-05
129+04132,2020-01-05,2,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,99688.22417287511,91660.5,4803,6097,42.42,42.42,,63.454964,63.454964,,0.013430858,0.00023197326,0.00020182984,3.0143417e-05,9.174083e-06
129+04132,2020-01-05,3,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,99688.22417287511,91660.5,4803,6097,43.14,43.19,41.85,62.395912,62.323677,64.31923,0.008685236,0.00018741342,0.00020707217,3.6696332e-05,2.6211667e-06
129+04132,2020-01-05,4,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,99688.22417287511,91660.5,4803,6097,42.98,43.14,43.48,62.62819,62.395912,61.907993,0.0074192123,0.00012450542,0.00031847175,2.35905e-05,2.6211667e-06
129+04132,2020-01-05,5,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,99688.22417287511,91660.5,4803,6097,43.42,42.71,46.5,61.99354,63.024105,57.887302,0.012972154,0.00015989116,0.0004508407,6.683975e-05,3.93175e-06
129+04132,2020-01-05,6,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,99688.22417287511,91660.5,4803,6097,39.82,39.42,43.42,67.59818,68.28411,61.99354,0.0221541,0.0003473046,0.0005203016,0.000125816,7.8635e-06
129+04132,2020-01-05,7,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,99688.22417287511,91660.5,4803,6097,37.03,36.93,42.73,72.69132,72.88815,62.99461,0.033064708,0.00039841735,0.0005740355,9.829375e-05,1.179525e-05
129+04132,2020-01-05,8,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,99688.22417287511,91660.5,4803,6097,38.79,38.79,,69.393135,69.393135,,0.038022645,0.00037482684,0.0006526705,8.911967e-05,1.7037584e-05
129+04132,2020-01-05,9,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,99688.22417287511,91660.5,4803,6097,38.71,37.78,47.56,69.536545,71.24827,56.597134,0.04513649,0.00039055385,0.0006670869,0.000110089,1.179525e-05
129+04132,2020-01-05,10,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,99688.22417287511,91660.5,4803,6097,38.76,38.17,42.61,69.44684,70.520294,63.172016,0.0571493,0.00038006916,0.00064873876,0.00012057367,1.7037584e-05
129+04132,2020-01-05,11,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,99688.22417287511,91660.5,4803,6097,40.98,40.96,46.67,65.684715,65.71679,57.676445,0.064326055,0.00041283376,0.000613353,0.00010746784,1.5727e-05
129+04132,2020-01-05,12,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,99688.22417287511,91660.5,4803,6097,42.3,42.24,43.69,63.63498,63.72537,61.610428,0.0683312,0.00044953008,0.0005569979,9.698317e-05,2.0969333e-05
129+04132,2020-01-05,13,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,99688.22417287511,91660.5,4803,6097,38.67,38.67,,69.608475,69.608475,,0.071502805,0.00040759143,0.000456083,0.000110089,1.5727e-05
129+04132,2020-01-05,14,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,99688.22417287511,91660.5,4803,6097,39.05,39.0,40.32,68.93111,69.01948,66.75991,0.072567,0.00034992574,0.000377448,9.960434e-05,2.2279917e-05
129+04132,2020-01-05,15,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,99688.22417287511,91660.5,4803,6097,39.31,39.31,,68.47519,68.47519,,0.07282125,0.0002909495,0.00026342727,0.00012450542,1.5727e-05
129+04132,2020-01-05,16,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,99688.22417287511,91660.5,4803,6097,39.55,39.3,45.68,68.05966,68.49261,58.926437,0.068304986,0.0002437685,0.00028701776,0.00012057367,1.8348166e-05
129+04132,2020-01-05,17,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,99688.22417287511,91660.5,4803,6097,39.82,39.82,,67.59818,67.59818,,0.062079713,0.00015071708,0.00023197326,0.00012057367,1.179525e-05
129+04132,2020-01-05,18,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,99688.22417287511,91660.5,4803,6097,40.93,40.82,45.27,65.76495,65.94218,59.46012,0.051408943,0.00018217109,0.00017430758,0.000103536084,1.0484667e-05
129+04132,2020-01-05,19,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,99688.22417287511,91660.5,4803,6097,37.91,37.81,44.13,71.003944,71.191734,60.99614,0.047154788,0.00014547475,0.00017954993,0.00011139958,1.3105833e-05
129+04132,2020-01-05,20,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,99688.22417287511,91660.5,4803,6097,39.4,39.02,47.22,68.31877,68.9841,57.00465,0.038463,0.00011664192,0.00020182984,7.208208e-05,1.8348166e-05
129+04132,2020-01-05,21,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,99688.22417287511,91660.5,4803,6097,37.07,36.78,42.06,72.612885,73.18542,63.99809,0.0329651,0.0001022255,0.00016120175,6.159742e-05,1.965875e-05
129+04132,2020-01-05,22,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,99688.22417287511,91660.5,4803,6097,38.26,37.84,40.79,70.35441,71.1353,65.99068,0.030516934,9.698317e-05,0.0001651335,6.683975e-05,6.5529166e-06
129+04132,2020-01-05,23,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,99688.22417287511,91660.5,4803,6097,40.23,39.99,41.41,66.90926,67.310814,65.00265,0.024476456,0.00014285359,0.00023328383,6.5529166e-05,1.0484667e-05
129+04132,2020-01-06,0,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,124985.15578926879,91660.5,4803,6097,38.97,38.53,42.12,69.07261,69.8614,63.90692,0.010639649,0.00010818919,0.00025662268,2.9268573e-05,6.79449e-06
129+04132,2020-01-06,1,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,124985.15578926879,91660.5,4803,6097,42.43,42.38,43.48,63.44001,63.514854,61.907993,0.00610302,0.00019181368,0.00033240736,1.358898e-05,2.0906123e-06
129+04132,2020-01-06,2,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,124985.15578926879,91660.5,4803,6097,41.57,43.42,40.08,64.75246,61.99354,67.15967,0.004029133,0.00029007246,0.00040610146,2.4042041e-05,4.1812245e-06
129+04132,2020-01-06,3,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,124985.15578926879,91660.5,4803,6097,40.97,41.04,41.43,65.700745,65.588684,64.97127,0.0037421961,0.00023153532,0.0004301435,4.23349e-05,3.6585716e-06
129+04132,2020-01-06,4,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,124985.15578926879,91660.5,4803,6097,40.78,39.61,43.01,66.00686,67.956566,62.584507,0.007299896,0.00030784268,0.0007385088,4.1289593e-05,6.79449e-06
129+04132,2020-01-06,5,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,124985.15578926879,91660.5,4803,6097,39.94,39.59,44.2,67.39508,67.9909,60.89954,0.020846019,0.00043798328,0.0010609857,7.944327e-05,1.0453062e-05
129+04132,2020-01-06,6,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,124985.15578926879,91660.5,4803,6097,41.59,41.53,44.47,64.72132,64.81482,60.529785,0.040456485,0.00064234063,0.0012632526,0.00014686552,1.8292858e-05
129+04132,2020-01-06,7,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,124985.15578926879,91660.5,4803,6097,57.71,57.47,62.36,46.642864,46.837646,43.164845,0.06287307,0.00062404777,0.0013233576,0.00015888654,2.7700615e-05
129+04132,2020-01-06,8,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,124985.15578926879,91660.5,4803,6097,86.73,85.86,112.2,31.036085,31.350567,23.990726,0.055597745,0.00063554617,0.0014216164,0.00014582022,5.069735e-05
129+04132,2020-01-06,9,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,124985.15578926879,91660.5,4803,6097,41.1,40.74,45.23,65.492935,66.07166,59.512703,0.0440607,0.0008811931,0.0017163927,0.00013954837,1.8292858e-05
129+04132,2020-01-06,10,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,124985.15578926879,91660.5,4803,6097,40.68,40.39,42.45,66.16911,66.64421,63.410122,0.044302166,0.0010442609,0.0020043745,0.00015731859,2.2996735e-05
129+04132,2020-01-06,11,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,124985.15578926879,91660.5,4803,6097,39.54,39.35,41.4,68.07687,68.40558,65.01835,0.046681285,0.0012109872,0.002072842,0.00016097716,1.9338164e-05
129+04132,2020-01-06,12,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,124985.15578926879,91660.5,4803,6097,40.24,40.19,41.65,66.89263,66.97585,64.62808,0.05285904,0.0012031475,0.0020163956,0.00012543674,2.5087349e-05
129+04132,2020-01-06,13,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,124985.15578926879,91660.5,4803,6097,42.39,42.08,48.65,63.499874,63.96767,55.32908,0.06157167,0.0011446102,0.001720574,0.00015940919,2.874592e-05
129+04132,2020-01-06,14,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,124985.15578926879,91660.5,4803,6097,43.24,43.06,45.61,62.25161,62.511833,59.016872,0.06834734,0.00085819635,0.0012214403,0.00011341572,2.9268573e-05
129+04132,2020-01-06,15,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,124985.15578926879,91660.5,4803,6097,45.54,45.48,47.1,59.10759,59.185566,57.149887,0.06618774,0.0006308423,0.0008116803,0.00011341572,3.2927146e-05
129+04132,2020-01-06,16,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,124985.15578926879,91660.5,4803,6097,51.62,51.55,50.42,52.14567,52.21648,53.38674,0.060695704,0.00045209492,0.00056760124,0.00013641246,3.8153677e-05
129+04132,2020-01-06,17,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,124985.15578926879,91660.5,4803,6097,96.3,95.88,91.17,27.951813,28.074255,29.52462,0.06065807,0.00032822613,0.00036690247,0.00015000143,2.6655307e-05
129+04132,2020-01-06,18,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,124985.15578926879,91660.5,4803,6097,44.09,43.84,50.47,61.051476,61.399628,53.333855,0.06287307,0.00031515982,0.00033188472,0.00015993185,2.195143e-05
129+04132,2020-01-06,19,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,124985.15578926879,91660.5,4803,6097,40.82,40.24,44.34,65.94218,66.89263,60.707253,0.05450331,0.00029164043,0.00031359185,9.721347e-05,1.4111633e-05
129+04132,2020-01-06,20,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,124985.15578926879,91660.5,4803,6097,39.48,39.29,45.62,68.180336,68.51004,59.003937,0.04231713,0.00021794633,0.00027491554,8.310184e-05,4.703878e-06
129+04132,2020-01-06,21,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,124985.15578926879,91660.5,4803,6097,40.29,39.65,45.24,66.80962,67.88801,59.49955,0.034278724,0.00013693511,0.00026393982,6.899021e-05,5.226531e-06
129+04132,2020-01-06,22,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,124985.15578926879,91660.5,4803,6097,39.93,39.64,44.19,67.411964,67.905136,60.91332,0.030511443,0.00016411307,0.00030679736,7.683e-05,6.79449e-06
129+04132,2020-01-06,23,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,124985.15578926879,91660.5,4803,6097,39.34,39.26,41.74,68.422966,68.56239,64.48873,0.021648291,0.00012334612,0.00031934105,5.069735e-05,4.1812245e-06
129+04132,2020-01-07,0,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,124985.15578926879,91660.5,4803,6097,41.61,41.61,,64.69021,64.69021,,0.010639649,0.00010818919,0.00025662268,2.9268573e-05,6.79449e-06
129+04132,2020-01-07,1,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,124985.15578926879,91660.5,4803,6097,42.85,42.44,44.64,62.818195,63.42506,60.299274,0.00610302,0.00019181368,0.00033240736,1.358898e-05,2.0906123e-06
129+04132,2020-01-07,2,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,124985.15578926879,91660.5,4803,6097,41.14,40.57,42.41,65.42925,66.348526,63.46993,0.004029133,0.00029007246,0.00040610146,2.4042041e-05,4.1812245e-06
129+04132,2020-01-07,3,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,124985.15578926879,91660.5,4803,6097,40.12,39.51,40.96,67.09271,68.12856,65.71679,0.0037421961,0.00023153532,0.0004301435,4.23349e-05,3.6585716e-06
129+04132,2020-01-07,4,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,124985.15578926879,91660.5,4803,6097,40.76,40.33,42.09,66.039246,66.743355,63.952473,0.007299896,0.00030784268,0.0007385088,4.1289593e-05,6.79449e-06
129+04132,2020-01-07,5,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,124985.15578926879,91660.5,4803,6097,40.49,40.31,41.98,66.479614,66.776474,64.12005,0.020846019,0.00043798328,0.0010609857,7.944327e-05,1.0453062e-05
129+04132,2020-01-07,6,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,124985.15578926879,91660.5,4803,6097,41.47,41.32,42.82,64.9086,65.14423,62.862206,0.040456485,0.00064234063,0.0012632526,0.00014686552,1.8292858e-05
129+04132,2020-01-07,7,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,124985.15578926879,91660.5,4803,6097,42.83,42.58,46.61,62.847527,63.216526,57.75069,0.06287307,0.00062404777,0.0013233576,0.00015888654,2.7700615e-05
129+04132,2020-01-07,8,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,124985.15578926879,91660.5,4803,6097,75.7,75.3,104.39,35.55825,35.74714,25.785608,0.055597745,0.00063554617,0.0014216164,0.00014582022,5.069735e-05
129+04132,2020-01-07,9,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,124985.15578926879,91660.5,4803,6097,40.33,40.28,41.53,66.743355,66.82621,64.81482,0.0440607,0.0008811931,0.0017163927,0.00013954837,1.8292858e-05
129+04132,2020-01-07,10,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,124985.15578926879,91660.5,4803,6097,41.63,41.67,42.38,64.659134,64.59706,63.514854,0.044302166,0.0010442609,0.0020043745,0.00015731859,2.2996735e-05
129+04132,2020-01-07,11,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,124985.15578926879,91660.5,4803,6097,40.83,40.78,41.29,65.926025,66.00686,65.19156,0.046681285,0.0012109872,0.002072842,0.00016097716,1.9338164e-05
129+04132,2020-01-07,12,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,124985.15578926879,91660.5,4803,6097,40.28,40.12,42.74,66.82621,67.09271,62.97987,0.05285904,0.0012031475,0.0020163956,0.00012543674,2.5087349e-05
129+04132,2020-01-07,13,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,124985.15578926879,91660.5,4803,6097,41.34,41.35,40.65,65.11272,65.09697,66.21795,0.06157167,0.0011446102,0.001720574,0.00015940919,2.874592e-05
129+04132,2020-01-07,14,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,124985.15578926879,91660.5,4803,6097,45.28,45.0,49.36,59.446987,59.81688,54.53322,0.06834734,0.00085819635,0.0012214403,0.00011341572,2.9268573e-05
129+04132,2020-01-07,15,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,124985.15578926879,91660.5,4803,6097,61.29,61.29,64.56,43.918415,43.918415,41.69392,0.06618774,0.0006308423,0.0008116803,0.00011341572,3.2927146e-05
129+04132,2020-01-07,16,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,124985.15578926879,91660.5,4803,6097,128.92,128.47,118.57,20.879301,20.952436,22.70186,0.060695704,0.00045209492,0.00056760124,0.00013641246,3.8153677e-05
129+04132,2020-01-07,17,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,124985.15578926879,91660.5,4803,6097,195.9,195.31,141.67,13.740478,13.781985,19.00021,0.06065807,0.00032822613,0.00036690247,0.00015000143,2.6655307e-05
129+04132,2020-01-07,18,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,124985.15578926879,91660.5,4803,6097,94.46,93.28,150.54,28.49629,28.856771,17.880693,0.06287307,0.00031515982,0.00033188472,0.00015993185,2.195143e-05
129+04132,2020-01-07,19,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,124985.15578926879,91660.5,4803,6097,40.92,40.86,48.94,65.78103,65.877625,55.001217,0.05450331,0.00029164043,0.00031359185,9.721347e-05,1.4111633e-05
129+04132,2020-01-07,20,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,124985.15578926879,91660.5,4803,6097,38.68,38.48,46.41,69.59048,69.95217,57.99956,0.04231713,0.00021794633,0.00027491554,8.310184e-05,4.703878e-06
129+04132,2020-01-07,21,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,124985.15578926879,91660.5,4803,6097,38.07,37.77,42.1,70.70553,71.267136,63.937283,0.034278724,0.00013693511,0.00026393982,6.899021e-05,5.226531e-06
129+04132,2020-01-07,22,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,124985.15578926879,91660.5,4803,6097,37.88,37.57,45.79,71.06018,71.646515,58.784878,0.030511443,0.00016411307,0.00030679736,7.683e-05,6.79449e-06
129+04132,2020-01-07,23,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,124985.15578926879,91660.5,4803,6097,39.31,39.31,,68.47519,68.47519,,0.021648291,0.00012334612,0.00031934105,5.069735e-05,4.1812245e-06
129+04132,2020-01-08,0,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,124985.15578926879,91660.5,4803,6097,41.02,41.05,41.57,65.62067,65.57271,64.75246,0.010639649,0.00010818919,0.00025662268,2.9268573e-05,6.79449e-06
129+04132,2020-01-08,1,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,124985.15578926879,91660.5,4803,6097,42.3,42.33,41.91,63.63498,63.589878,64.22714,0.00610302,0.00019181368,0.00033240736,1.358898e-05,2.0906123e-06
129+04132,2020-01-08,2,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,124985.15578926879,91660.5,4803,6097,41.44,41.63,42.07,64.95559,64.659134,63.982876,0.004029133,0.00029007246,0.00040610146,2.4042041e-05,4.1812245e-06
129+04132,2020-01-08,3,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,124985.15578926879,91660.5,4803,6097,39.95,39.95,,67.37821,67.37821,,0.0037421961,0.00023153532,0.0004301435,4.23349e-05,3.6585716e-06
129+04132,2020-01-08,4,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,124985.15578926879,91660.5,4803,6097,39.4,39.47,40.98,68.31877,68.19761,65.684715,0.007299896,0.00030784268,0.0007385088,4.1289593e-05,6.79449e-06
129+04132,2020-01-08,5,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,124985.15578926879,91660.5,4803,6097,41.3,41.17,40.75,65.17577,65.38158,66.05545,0.020846019,0.00043798328,0.0010609857,7.944327e-05,1.0453062e-05
129+04132,2020-01-08,6,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,124985.15578926879,91660.5,4803,6097,41.9,41.88,43.14,64.24247,64.273155,62.395912,0.040456485,0.00064234063,0.0012632526,0.00014686552,1.8292858e-05
129+04132,2020-01-08,7,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,124985.15578926879,91660.5,4803,6097,49.39,49.39,56.75,54.50009,54.50009,47.43189,0.06287307,0.00062404777,0.0013233576,0.00015888654,2.7700615e-05
129+04132,2020-01-08,8,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,124985.15578926879,91660.5,4803,6097,52.26,52.35,49.23,51.507072,51.41852,54.67722,0.055597745,0.00063554617,0.0014216164,0.00014582022,5.069735e-05
129+04132,2020-01-08,9,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,124985.15578926879,91660.5,4803,6097,40.57,40.32,42.82,66.348526,66.75991,62.862206,0.0440607,0.0008811931,0.0017163927,0.00013954837,1.8292858e-05
129+04132,2020-01-08,10,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,124985.15578926879,91660.5,4803,6097,40.83,40.68,42.58,65.926025,66.16911,63.216526,0.044302166,0.0010442609,0.0020043745,0.00015731859,2.2996735e-05
129+04132,2020-01-08,11,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,124985.15578926879,91660.5,4803,6097,40.3,40.11,41.72,66.793045,67.109436,64.519646,0.046681285,0.0012109872,0.002072842,0.00016097716,1.9338164e-05
129+04132,2020-01-08,12,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,124985.15578926879,91660.5,4803,6097,40.72,40.67,41.69,66.10412,66.18539,64.56607,0.05285904,0.0012031475,0.0020163956,0.00012543674,2.5087349e-05
129+04132,2020-01-08,13,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,124985.15578926879,91660.5,4803,6097,40.85,40.64,44.48,65.893745,66.234245,60.51618,0.06157167,0.0011446102,0.001720574,0.00015940919,2.874592e-05
129+04132,2020-01-08,14,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,124985.15578926879,91660.5,4803,6097,43.84,43.91,44.87,61.399628,61.301746,59.990185,0.06834734,0.00085819635,0.0012214403,0.00011341572,2.9268573e-05
129+04132,2020-01-08,15,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,124985.15578926879,91660.5,4803,6097,47.22,47.22,49.85,57.00465,57.00465,53.997185,0.06618774,0.0006308423,0.0008116803,0.00011341572,3.2927146e-05
129+04132,2020-01-08,16,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,124985.15578926879,91660.5,4803,6097,75.62,75.62,73.81,35.595867,35.595867,36.468765,0.060695704,0.00045209492,0.00056760124,0.00013641246,3.8153677e-05
129+04132,2020-01-08,17,I-93,NB,25,17,42.45939,-71.10194,42.46937,-71.10722,0.747711,69.0,1,8,124985.15578926879,91660.5,4803,6097,108.96,108.75,107.44,24.704107,24.751812,25.053608,0.06065807,0.00032822613,0.00036690247,0.00015000143,2.6655307e-05
